DATAFLOW,FREQ,REF_AREA,DATA_TYPE,MEASURE,SEX,AGE,EDU_LEV_HIGHEST,LABOUR_PROFESS_STATUS_B,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_MEASURE,NOTE_SEX,NOTE_AGE,NOTE_EDU_LEV_HIGHEST,NOTE_LABOUR_PROFESS_STATUS_B,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,1,Y25-34,99,99,2022,53.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,1,Y25-34,99,99,2023,57.6,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,1,Y35-44,99,99,2022,55.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,1,Y35-44,99,99,2023,56.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,1,Y45-54,99,99,2022,46.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,1,Y45-54,99,99,2023,48.2,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,1,Y55-59,99,99,2022,42.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,1,Y55-59,99,99,2023,40.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,1,Y60-64,99,99,2022,35.6,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,1,Y60-64,99,99,2023,38.5,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,1,Y65-74,99,99,2022,33.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,1,Y65-74,99,99,2023,33.3,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y_GE11,99,99,2022,23.2,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y_GE11,99,99,2023,23.9,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y_GE75,99,99,2022,6.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y_GE75,99,99,2023,8.5,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y11-13,99,99,2022,0.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y11-13,99,99,2023,0.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y14-17,99,99,2022,13.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y14-17,99,99,2023,9.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y18-19,99,99,2022,37,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y18-19,99,99,2023,34.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y20-24,99,99,2022,46.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y20-24,99,99,2023,45.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y25-34,99,99,2022,43.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y25-34,99,99,2023,44.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y35-44,99,99,2022,34.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y35-44,99,99,2023,37.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y45-54,99,99,2022,26.5,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y45-54,99,99,2023,27.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y55-59,99,99,2022,20.5,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y55-59,99,99,2023,20.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y60-64,99,99,2022,17.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y60-64,99,99,2023,16.9,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y65-74,99,99,2022,11.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,2,Y65-74,99,99,2023,11.6,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y_GE11,99,99,2022,31.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y_GE11,99,99,2023,32.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y_GE75,99,99,2022,14.3,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y_GE75,99,99,2023,15.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y11-13,99,99,2022,0.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y11-13,99,99,2023,0.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y14-17,99,99,2022,14.2,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y14-17,99,99,2023,10.2,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y18-19,99,99,2022,42.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y18-19,99,99,2023,36.2,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y20-24,99,99,2022,49.3,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y20-24,99,99,2023,50.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y25-34,99,99,2022,48.5,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y25-34,99,99,2023,51.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y35-44,99,99,2022,45.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y35-44,99,99,2023,47,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y45-54,99,99,2022,36.2,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y45-54,99,99,2023,37.9,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y55-59,99,99,2022,31.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y55-59,99,99,2023,30.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y60-64,99,99,2022,26.5,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y60-64,99,99,2023,27.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y65-74,99,99,2022,21.9,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,HSC,9,Y65-74,99,99,2023,22,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y_GE11,99,99,2022,10574,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y_GE11,99,99,2023,10716,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y_GE75,99,99,2022,736,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y_GE75,99,99,2023,713,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y11-13,99,99,2022,1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y11-13,99,99,2023,12,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y14-17,99,99,2022,171,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y14-17,99,99,2023,130,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y18-19,99,99,2022,279,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y18-19,99,99,2023,221,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y20-24,99,99,2022,828,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y20-24,99,99,2023,818,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y25-34,99,99,2022,1701,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y25-34,99,99,2023,1809,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y35-44,99,99,2022,1996,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y35-44,99,99,2023,1981,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y45-54,99,99,2022,2123,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y45-54,99,99,2023,2200,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y55-59,99,99,2022,961,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y55-59,99,99,2023,950,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y60-64,99,99,2022,708,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y60-64,99,99,2023,774,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y65-74,99,99,2022,1068,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,1,Y65-74,99,99,2023,1108,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y_GE11,99,99,2022,6388,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y_GE11,99,99,2023,6559,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y_GE75,99,99,2022,277,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y_GE75,99,99,2023,360,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y11-13,99,99,2022,1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y11-13,99,99,2023,1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y14-17,99,99,2022,144,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y14-17,99,99,2023,102,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y18-19,99,99,2022,228,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y18-19,99,99,2023,210,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y20-24,99,99,2022,630,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y20-24,99,99,2023,646,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y25-34,99,99,2022,1309,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y25-34,99,99,2023,1332,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y35-44,99,99,2022,1252,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y35-44,99,99,2023,1330,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y45-54,99,99,2022,1247,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y45-54,99,99,2023,1289,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y55-59,99,99,2022,498,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y55-59,99,99,2023,513,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y60-64,99,99,2022,371,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y60-64,99,99,2023,358,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y65-74,99,99,2022,431,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,2,Y65-74,99,99,2023,417,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y_GE11,99,99,2022,16961,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y_GE11,99,99,2023,17275,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y_GE75,99,99,2022,1014,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y_GE75,99,99,2023,1073,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y11-13,99,99,2022,3,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y11-13,99,99,2023,13,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y14-17,99,99,2022,315,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y14-17,99,99,2023,232,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y18-19,99,99,2022,507,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y18-19,99,99,2023,431,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y20-24,99,99,2022,1458,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y20-24,99,99,2023,1465,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y25-34,99,99,2022,3010,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y25-34,99,99,2023,3141,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y35-44,99,99,2022,3248,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y35-44,99,99,2023,3311,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y45-54,99,99,2022,3370,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y45-54,99,99,2023,3489,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y55-59,99,99,2022,1459,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y55-59,99,99,2023,1463,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y60-64,99,99,2022,1078,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y60-64,99,99,2023,1132,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y65-74,99,99,2022,1500,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_FUORI,THV,9,Y65-74,99,99,2023,1526,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y_GE11,99,99,2022,22.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y_GE11,99,99,2023,22.3,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y_GE75,99,99,2022,19,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y_GE75,99,99,2023,20.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y11-13,99,99,2022,90.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y11-13,99,99,2023,89.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y14-17,99,99,2022,69.6,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y14-17,99,99,2023,73.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y18-19,99,99,2022,33.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y18-19,99,99,2023,34.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y20-24,99,99,2022,26.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y20-24,99,99,2023,22.9,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y25-34,99,99,2022,19.2,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y25-34,99,99,2023,18.6,,,,,,,,,,,,,
